SNR_1,SNR_2,BLER
2,6,0.317610062893082
2,7,0.316614420062696
2,8,0.251243781094527
2,9,0.275204359673025
2,10,0.256997455470738
2,11,0.20954356846473
2,12,0.223451327433628
3,-3,0.776923076923077
3,-2,0.664473684210526
3,-1,0.742647058823529
3,0,0.673333333333333
3,1,0.597633136094675
3,2,0.517948717948718
3,3,0.478672985781991
3,4,0.350694444444444
3,5,0.307926829268293
3,6,0.270053475935829
3,7,0.239904988123515
3,8,0.202
3,9,0.190207156308851
3,10,0.226966292134831
3,11,0.188081936685289
3,12,0.188432835820896
4,-3,0.623456790123457
4,-2,0.601190476190476
4,-1,0.660130718954248
4,0,0.580459770114943
4,1,0.545945945945946
4,2,0.452914798206278
4,3,0.365942028985507
4,4,0.295321637426901
4,5,0.213983050847458
4,6,0.183970856102004
4,7,0.213080168776371
4,8,0.171477079796265
4,9,0.139310344827586
4,10,0.150746268656716
4,11,0.111111111111111
4,12,0.131853785900783
5,-3,0.505
5,-2,0.502487562189055
5,-1,0.485576923076923
5,0,0.534391534391534
5,1,0.450892857142857
5,2,0.391472868217054
5,3,0.334437086092715
5,4,0.261658031088083
5,5,0.223451327433628
5,6,0.162118780096308
5,7,0.107329842931937
5,8,0.116308470290771
5,9,0.118686868686869
5,10,0.099626400996264
5,11,0.100728155339806
5,12,0.0703218116805721
6,-3,0.47196261682243
6,-2,0.465437788018433
6,-1,0.422594142259414
6,0,0.426160337552743
6,1,0.431623931623932
6,2,0.321656050955414
6,3,0.268617021276596
6,4,0.196881091617934
6,5,0.162640901771337
6,6,0.142053445850914
6,7,0.0921895006402049
6,8,0.0965346534653465
6,9,0.0705445544554455
6,10,0.0677570093457944
6,11,0.0752056404230317
6,12,0.0569767441860465
7,-3,0.435344827586207
7,-2,0.400793650793651
7,-1,0.441048034934498
7,0,0.397637795275591
7,1,0.358156028368794
7,2,0.30421686746988
7,3,0.229545454545455
7,4,0.176265270506108
7,5,0.124503311258278
7,6,0.11749680715198
7,7,0.0754950495049505
7,8,0.0693430656934307
7,9,0.0491606714628297
7,10,0.0484988452655889
7,11,0.0499432463110102
7,12,0.0453514739229025
8,-3,0.400793650793651
8,-2,0.407258064516129
8,-1,0.384030418250951
8,0,0.34006734006734
8,1,0.356890459363958
8,2,0.250620347394541
8,3,0.206543967280164
8,4,0.155624036979969
8,5,0.115789473684211
8,6,0.0856423173803526
8,7,0.0678787878787879
8,8,0.0417163289630513
8,9,0.046242774566474
8,10,0.0322222222222222
8,11,0.0403587443946188
8,12,0.037117903930131
9,-3,0.391472868217054
9,-2,0.405622489959839
9,-1,0.378277153558052
9,0,0.338926174496644
9,1,0.334437086092715
9,2,0.253768844221106
9,3,0.187037037037037
9,4,0.138356164383562
9,5,0.114649681528662
9,6,0.0757946210268949
9,7,0.0731995277449823
9,8,0.0539609644087256
9,9,0.0426758938869665
9,10,0.0342163355408389
9,11,0.0214362272240086
9,12,0.0227765726681128
10,-3,0.356890459363958
10,-2,0.362007168458781
10,-1,0.35191637630662
10,0,0.371323529411765
10,1,0.279778393351801
10,2,0.24455205811138
10,3,0.169179229480737
10,4,0.135388739946381
10,5,0.0789473684210526
10,6,0.0733173076923077
10,7,0.0472350230414747
10,8,0.0338600451467269
10,9,0.0267260579064588
10,10,0.0249728555917481
10,11,0.0211864406779661
10,12,0.0137566137566138
11,-3,0.360714285714286
11,-2,0.359430604982206
11,-1,0.349480968858132
11,0,0.321656050955414
11,1,0.295321637426901
11,2,0.215811965811966
11,3,0.162118780096308
11,4,0.124199743918054
11,5,0.0975308641975309
11,6,0.0763723150357995
11,7,0.0394588500563698
11,8,0.0307692307692308
11,9,0.0276243093922652
11,10,0.0169312169312169
11,11,0.0147679324894515
11,12,0.00850159404888417
12,-3,0.353146853146853
12,-2,0.345890410958904
12,-1,0.349480968858132
12,0,0.326860841423948
12,1,0.28133704735376
12,2,0.237647058823529
12,3,0.175347222222222
12,4,0.14962962962963
12,5,0.0823389021479714
12,6,0.0669800235017626
12,7,0.04337899543379
12,8,0.0355160932297447
12,9,0.0235294117647059
12,10,0.021551724137931
12,11,0.0104166666666667
12,12,0.00311526479750779
